+---------+------------------------------+---------------------+
| section | audit_name                   | audited_at          |
+---------+------------------------------+---------------------+
| audit   | 06_defiant_and_missing_items | 2026-05-24 15:33:11 |
+---------+------------------------------+---------------------+
+-------+--------------------------------------+-----------+-------+----------+----------+---------+---------+--------------+--------+------------+
| id    | Name                                 | minstatus | price | reqlevel | reclevel | classes | slots   | artifactflag | nodrop | attuneable |
|      61043 | Merchant_Silspin     |   31 |   95824 | Pear Cut Pendant Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   32 |   95810 | Pear Cut Ring Jewelry Mold                         |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   34 |   37801 | Pendant Mold                                       |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   36 |   35959 | Platinum Embossing                                 |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   37 |   37798 | Ring Mold                                          |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   38 |   95813 | Round Cut Earring Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   39 |   95820 | Round Cut Pendant Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   40 |   95806 | Round Cut Ring Jewelry Mold                        |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   47 |   37956 | Small Gem Glue Solvent                             |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   48 |   37803 | Solo Setting Tool                                  |            14 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   49 |   95812 | Square Cut Earring Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   50 |   95819 | Square Cut Pendant Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   51 |   95805 | Square Cut Ring Jewelry Mold                       |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   52 |   95826 | Square Cut Tool                                    |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   55 |   95816 | Trilion Cut Earring Jewelry Mold                   |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   56 |   95823 | Trilion Cut Pendant Jewelry Mold                   |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   57 |   95809 | Trilion Cut Ring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61043 | Merchant_Silspin     |   58 |   37802 | Veil Mold                                          |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |    3 |   37799 | Bracelet Mold                                      |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |    6 |   37958 | Delicate Gem Glue Solvent                          |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |    7 |   35960 | Dragon Rune Sketch                                 |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |    8 |   37800 | Earring Mold                                       |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |    9 |   35957 | Embossing Sketch                                   |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   11 |   95836 | Fine Sand                                          |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   12 |   35958 | Gold Embossing                                     |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   13 |   95837 | Grinding Powder                                    |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   14 |   95815 | Half-Moon Cut Earring Jewelry Mold                 |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   15 |   95822 | Half-Moon Cut Pendant Jewelry Mold                 |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   16 |   95808 | Half-Moon Cut Ring Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   21 |   52948 | Koada`Dal Silk                                     |             8 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   23 |   37957 | Large Gem Glue Solvent                             |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   25 |   95818 | Marquise Cut Earring Jewelry Mold                  |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   26 |   95825 | Marquise Cut Pendant Jewelry Mold                  |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   27 |   95811 | Marquise Cut Ring Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   30 |   95814 | Oval Cut Earring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   31 |   95821 | Oval Cut Pendant Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   32 |   95807 | Oval Cut Ring Jewelry Mold                         |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   33 |   95817 | Pear Cut Earring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   34 |   95824 | Pear Cut Pendant Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   35 |   95810 | Pear Cut Ring Jewelry Mold                         |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   37 |   37801 | Pendant Mold                                       |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   39 |   35959 | Platinum Embossing                                 |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   40 |   37798 | Ring Mold                                          |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   41 |   95813 | Round Cut Earring Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   42 |   95820 | Round Cut Pendant Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   43 |   95806 | Round Cut Ring Jewelry Mold                        |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   45 |   37956 | Small Gem Glue Solvent                             |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   46 |   37803 | Solo Setting Tool                                  |            14 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   47 |   95812 | Square Cut Earring Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   48 |   95819 | Square Cut Pendant Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   49 |   95805 | Square Cut Ring Jewelry Mold                       |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   50 |   95826 | Square Cut Tool                                    |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   54 |   95816 | Trilion Cut Earring Jewelry Mold                   |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   55 |   95823 | Trilion Cut Pendant Jewelry Mold                   |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   56 |   95809 | Trilion Cut Ring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      61044 | Merchant_Tyslin      |   58 |   37802 | Veil Mold                                          |            14 |            -1 |              0 |            65535 |
|      61045 | Merchant_Issynal     |    3 |   28880 | Black Ceremonial Coffin                            |             5 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |    4 |   34358 | Crude Koada`Dal Mithril                            |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |    7 |   34406 | Ductile Koada`Dal Mithril                          |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |    8 |   34374 | Fair Koada`Dal Mithril                             |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   12 |   38340 | Huge Block of Clay                                 |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   13 |   38342 | Huge Block of Good Quality Red Clay                |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   14 |   38343 | Huge Block of High Quality Red Clay                |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   15 |   38341 | Huge Block of Red Clay                             |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   16 |   38344 | Huge Block of Superb Red Clay                      |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   17 |   34438 | Indurate Koada`Dal Mithril                         |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   22 |   34390 | Malleable Koada`Dal Mithril                        |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   24 |   34422 | Ossified Koada`Dal Mithril                         |            70 |            -1 |              0 |            65535 |
|      61048 | Opal_Leganyn         |   26 |   34454 | Refractory Koada`Dal Mithril                       |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |    3 |   34486 | Cord Filament                                      |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |    4 |   34482 | Crude Filament                                     |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |    5 |   34487 | Fiber Filament                                     |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |    6 |   34491 | Fine Filament                                      |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   11 |   34516 | Leather Belt Template Pattern                      |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   12 |   34521 | Leather Boots Template Pattern                     |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   14 |   34515 | Leather Cloak Template Pattern                     |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   16 |   34519 | Leather Gloves Template Pattern                    |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   18 |   34512 | Leather Gorget Template Pattern                    |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   20 |   34520 | Leather Leggings Template Pattern                  |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   22 |   34511 | Leather Mask Template Pattern                      |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   24 |   34514 | Leather Shoulderpads Template Pattern              |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   26 |   34510 | Leather Skullcap Template Pattern                  |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   28 |   34517 | Leather Sleeves Template Pattern                   |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   30 |   34513 | Leather Tunic Template Pattern                     |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   32 |   34518 | Leather Wristbands Template Pattern                |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   33 |   34494 | Mythical Filament                                  |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   35 |   34483 | Plain Filament                                     |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   36 |   34504 | Silk Belt Template Pattern                         |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   37 |   34509 | Silk Boot Template Pattern                         |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   38 |   34497 | Silk Cap Template Pattern                          |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   39 |   34503 | Silk Cloak Template Pattern                        |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   40 |   34548 | Silk Curing Chemicals                              |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   41 |   34492 | Silk Filament                                      |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   42 |   34507 | Silk Glove Template Pattern                        |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   43 |   34499 | Silk Gorget Template Pattern                       |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   44 |   34498 | Silk Mask Template Pattern                         |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   45 |   34508 | Silk Pant Template Pattern                         |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   46 |   34501 | Silk Robe Template Pattern                         |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   47 |   34502 | Silk Shoulderpad Template Pattern                  |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   48 |   34505 | Silk Sleeve Template Pattern                       |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   49 |   34500 | Silk Tunic Template Pattern                        |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   50 |   34506 | Silk Wristband Template Pattern                    |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   51 |   34914 | Simple Sewing Needle                               |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   54 |   34490 | Soft Filament                                      |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   55 |   34493 | Strand Filament                                    |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   56 |   34488 | String Filament                                    |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   57 |   34547 | Tanning Chemicals                                  |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   58 |   34485 | Thread Filament                                    |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   60 |   34484 | Twisted Filament                                   |            70 |            -1 |              0 |            65535 |
|      61059 | Merchant_Tissan      |   61 |   34489 | Wire Filament                                      |            70 |            -1 |              0 |            65535 |
|      62009 | Stormy               |   11 |   81837 | Water of the Skeptic                               |             9 |            -1 |              0 |            65535 |
|      62009 | Stormy               |   12 |   81825 | Blessed Water of Tunare                            |             9 |            -1 |              0 |            65535 |
|      62009 | Stormy               |   13 |   81831 | Blessed Water of Solusek Ro                        |             9 |            -1 |              0 |            65535 |
|      62009 | Stormy               |   14 |   81829 | Blessed Water of Erollisi Marr                     |             9 |            -1 |              0 |            65535 |
|      62009 | Stormy               |   15 |   81828 | Blessed Water of Mithaniel Marr                    |             9 |            -1 |              0 |            65535 |
|      62009 | Stormy               |   16 |   81832 | Blessed Water of Karana                            |             9 |            -1 |              0 |            65535 |
|      62013 | Elle_Leafdancer      |   15 |   13068 | Bat Wing                                           |            99 |            -1 |              0 |            65535 |
|      62013 | Elle_Leafdancer      |   16 |   10030 | Opal                                               |            99 |            -1 |              0 |            65535 |
|      62014 | Griff_Candleflame    |    1 |    1011 | Cloth Pants                                        |            99 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |    3 |   37799 | Bracelet Mold                                      |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |    6 |   37958 | Delicate Gem Glue Solvent                          |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |    7 |   35960 | Dragon Rune Sketch                                 |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |    8 |   37800 | Earring Mold                                       |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |    9 |   35957 | Embossing Sketch                                   |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   11 |   95836 | Fine Sand                                          |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   12 |   35958 | Gold Embossing                                     |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   13 |   95837 | Grinding Powder                                    |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   14 |   95815 | Half-Moon Cut Earring Jewelry Mold                 |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   15 |   95822 | Half-Moon Cut Pendant Jewelry Mold                 |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   16 |   95808 | Half-Moon Cut Ring Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   21 |   52948 | Koada`Dal Silk                                     |             8 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   23 |   37957 | Large Gem Glue Solvent                             |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   25 |   95818 | Marquise Cut Earring Jewelry Mold                  |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   26 |   95825 | Marquise Cut Pendant Jewelry Mold                  |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   27 |   95811 | Marquise Cut Ring Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   30 |   95814 | Oval Cut Earring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   31 |   95821 | Oval Cut Pendant Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   32 |   95807 | Oval Cut Ring Jewelry Mold                         |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   33 |   95817 | Pear Cut Earring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   34 |   95824 | Pear Cut Pendant Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   35 |   95810 | Pear Cut Ring Jewelry Mold                         |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   37 |   37801 | Pendant Mold                                       |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   39 |   35959 | Platinum Embossing                                 |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   40 |   37798 | Ring Mold                                          |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   41 |   95813 | Round Cut Earring Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   42 |   95820 | Round Cut Pendant Jewelry Mold                     |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   43 |   95806 | Round Cut Ring Jewelry Mold                        |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   45 |   37956 | Small Gem Glue Solvent                             |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   46 |   37803 | Solo Setting Tool                                  |            14 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   47 |   95812 | Square Cut Earring Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   48 |   95819 | Square Cut Pendant Jewelry Mold                    |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   49 |   95805 | Square Cut Ring Jewelry Mold                       |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   50 |   95826 | Square Cut Tool                                    |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   54 |   95816 | Trilion Cut Earring Jewelry Mold                   |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   55 |   95823 | Trilion Cut Pendant Jewelry Mold                   |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   56 |   95809 | Trilion Cut Ring Jewelry Mold                      |            11 |            -1 |              0 |            65535 |
|      62026 | Merchant_Tyslin      |   58 |   37802 | Veil Mold                                          |            14 |            -1 |              0 |            65535 |
|      62028 | Merchant_Yisasan     |    1 |   93172 | Arnworth                                           |             3 |            -1 |              0 |            65535 |
|      62028 | Merchant_Yisasan     |    3 |   93170 | Cententialspore                                    |             3 |            -1 |              0 |            65535 |
|      62028 | Merchant_Yisasan     |   10 |   93169 | Gerti Blossom                                      |             3 |            -1 |              0 |            65535 |
|      62028 | Merchant_Yisasan     |   12 |   93171 | Katuka Bark                                        |             3 |            -1 |              0 |            65535 |
|      62028 | Merchant_Yisasan     |   18 |   93167 | Small Vial                                         |             3 |            -1 |              0 |            65535 |
|      62028 | Merchant_Yisasan     |   20 |   93168 | Tregrum                                            |             3 |            -1 |              0 |            65535 |
|     202155 | Tana_Clawguard       |    5 |   41299 | Skill: Empathic Fury                               |            18 |            -1 |              0 |            65535 |
|     202155 | Tana_Clawguard       |    6 |   78017 | Tome of Rake                                       |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |    1 |   59973 | Tome of Throw Stone                                |             7 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |    2 |   17709 | Tome of Elbow Strike                               |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |    3 |   66412 | Tome of Focused Will Discipline                    |             7 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |    4 |   66390 | Tome of Sneak Attack                               |             7 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |    7 |   66391 | Tome of Thief's Vengeance                          |             7 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   11 |   78020 | Tome of Poison Spurs                               |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   15 |   76050 | Tome of Rogue's Ploy                               |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   17 |   66392 | Tome of Assassin's Strike                          |             7 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   18 |   66410 | Tome of Healing Will Discipline                    |             7 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   19 |   66338 | Tome of Twisted Chance Discipline                  |             6 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   20 |   59910 | Tome of Kyv Strike                                 |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   21 |   77294 | Tome of Imperceptible Discipline                   |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   22 |   77292 | Tome of Deadly Aim Discipline                      |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   23 |   41269 | Tome of Thief's Eyes                               |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   24 |   77284 | Tome of Daggerfall                                 |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   25 |   76033 | Tome of Assassin's Feint                           |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   26 |   77293 | Tome of Frenzied Stabbing Discipline               |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   27 |   43564 | Skill: Poison Spikes Trap                          |            18 |            -1 |              0 |            65535 |
|     202156 | Blane_Darkblade      |   28 |   77982 | Skill: Razorarc                                    |            18 |            -1 |              0 |            65535 |
|     202157 | Larquin_Julinok      |    5 |   41288 | Skill: Dance of a Thousand Blades                  |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |    1 |   59973 | Tome of Throw Stone                                |             7 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |    2 |   17709 | Tome of Elbow Strike                               |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |    3 |   66412 | Tome of Focused Will Discipline                    |             8 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |    5 |   66320 | Tome of Phantom Zephyr                             |             7 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |    7 |   66321 | Tome of Phantom Wind                               |             7 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   12 |   78021 | Tome of Disciples Aura                             |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   15 |   66322 | Tome of Phantom Echo                               |             7 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   18 |   66268 | Tome of Planeswalk Discipline                      |             6 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   19 |   76051 | Tome of Leopard Claw                               |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   20 |   66269 | Tome of Speed Focus Discipline                     |             6 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   21 |   66410 | Tome of Healing Will Discipline                    |             8 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   23 |   66270 | Tome of Earthwalk Discipline                       |             6 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   24 |   59912 | Tome of Phantom Shadow                             |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   25 |   77289 | Tome of Dreamwalk Discipline                       |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   26 |   77291 | Tome of Counterforce Discipline                    |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   27 |   41270 | Skill: Fists of Wu                                 |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   28 |   77285 | Tome of Phantom Cry                                |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   29 |   76034 | Tome of Dragon Fang                                |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   30 |   77290 | Tome of Rapid Kick Discipline                      |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   31 |   77984 | Skill: Heel of Kanji                               |            18 |            -1 |              0 |            65535 |
|     202158 | Beorobin_Amondson    |   32 |   43565 | Skill: Master's Aura                               |            18 |            -1 |              0 |            65535 |
|     202159 | Mystic_Abomin        |   20 |   77866 | Spell: Spirit of the Puma                          |             9 |            17 |              0 |            65535 |
|     202159 | Mystic_Abomin        |   21 |   66281 | Spell: Incarnate Anew                              |            15 |            17 |              0 |            65535 |
|     202161 | Ulin_Velnik          |    2 |   76037 | Tome of Guard of Humility                          |            18 |            -1 |              0 |            65535 |
|     202161 | Ulin_Velnik          |    3 |   76021 | Tome of Guard of Righteousness                     |            18 |            -1 |              0 |            65535 |
|     202161 | Ulin_Velnik          |    7 |   77856 | Tome of Guard of Piety                             |            18 |            -1 |              0 |            65535 |
|     202161 | Ulin_Velnik          |    8 |   66434 | Tome of Deflection Discipline                      |            16 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |    1 |   79218 | Spell: Blightfire Moors Portal                     |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |    2 |   79217 | Spell: Translocate: Blightfire Moors               |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |    4 |   15544 | Spell: Common Gate                                 |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |    7 |   15545 | Spell: Nek Gate                                    |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |    8 |   15547 | Spell: Ro Gate                                     |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |    9 |   27971 | Spell: Twilight Gate                               |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   12 |   15546 | Spell: Cazic Gate                                  |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   13 |   15548 | Spell: West Gate                                   |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   14 |   59658 | Spell: Xalirilan's Appraisal                       |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   18 |   19471 | Spell: Combine Gate                                |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   19 |   36380 | Spell: Focus Mass Makeshift Spellcaster's Essence  |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   20 |   59670 | Spell: Xalirilan's Discombobulation                |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   21 |   59682 | Spell: Xalirilan's Extrication                     |            18 |            -1 |              0 |            65535 |
|     202174 | Channeler_Olaemos    |   23 |   15562 | Spell: North Portal                                |            18 |            -1 |              0 |            65535 |
